landmark index,distance to wrist
13,0.237751723754139
14,0.27819352035409906
15,0.24906700194825337
16,0.2129488209164423
17,0.24170097553333256
18,0.2930504436852284
19,0.2707949725506307
20,0.2397505095583961
1,0.17445452276042175
2,0.36009110161577235
3,0.5022371990334022
4,0.5885588329507278
5,0.38157870524107607
6,0.4945316912611325
7,0.38887387938516194
8,0.3509356451565005
9,0.3568856562645106
10,0.4628768484534198
11,0.3344857438367249
12,0.3124472958031513
13,0.340979274135596
14,0.44638117984316356
15,0.3229213037959239
16,0.29589870249534483
17,0.3540123732362172
18,0.42360352075296664
19,0.3406501968842445
20,0.31191347476196685
1,0.14033489496203722
2,0.25394773501377926
3,0.37331922348976304
4,0.44048071431415736
5,0.3850198665883584
6,0.49599159282537236
7,0.37981944813489726
8,0.30734299985622276
9,0.3909888741908229
10,0.5059359500106688
11,0.35681689013889817
12,0.28960539287477693
13,0.3743380981031257
14,0.48605637492326415
15,0.3337668199545156
16,0.25451035616391093
17,0.3439464857707743
18,0.44607703468651255
19,0.33035161577238303
20,0.27161410888090615
1,0.14889514729071307
2,0.3069492906716468
3,0.4465888184409595
4,0.5264748255081173
5,0.44085461264171805
6,0.5486298611708034
7,0.4726243595153439
8,0.4024297412634416
9,0.4370846539273383
10,0.5139378250505463
11,0.4440180766293684
12,0.3797140846005175
13,0.4142142028944213
14,0.4701544811834851
15,0.41601607974282534
16,0.35248601258257733
17,0.38910218802829094
18,0.4310057813853969
19,0.3786424705522989
20,0.32862098269234097
1,0.05551034851733977
2,0.11134528718008828
3,0.15519178183336035
4,0.1945427853539379
5,0.0999654935903347
6,0.10545626941441277
7,0.09435560710238335
8,0.09087677166465323
9,0.07681613071575331
